Data,q1,q2,q3,q4,q5,q6,q7,q8,q9
mpl_train,20.777254156829716,76.86416249859539,343.4860111116149,460.39985821201685,686.2712019408766,717.1019271781644,661.6013996039198,314.5075203689776,135.11801059339217
mpl_val,21.284945230226118,77.94043037252614,345.73788456439894,461.3396794173967,686.7073912706567,718.8144853147141,663.191831901588,328.96093722609993,144.26872820317593
