Data,q1,q2,q3,q4,q5,q6,q7,q8,q9
mpl_train,20.893509565491406,77.98099633714666,355.0541424715648,475.4611229449974,707.5757445423578,740.956586076636,681.3720826479515,340.343942807233,149.41295177290075
mpl_val,20.81705721061542,78.0797100273436,355.6157963385023,476.4900107764522,708.939691182505,742.1761536311748,682.1758487500197,340.28182587108313,150.30438422891382
